true_signal,true_background,signal,time
0.0,11.149,11.149,29.976
0.0,11.146,11.146,29.984
0.0,11.143,11.143,29.992
0.0,11.14,11.14,30.0
0.0,11.137,11.137,30.008
0.0,11.134,11.134,30.016000000000002
0.0,11.13,11.13,30.024
0.0,11.127,11.127,30.032
0.0,11.124,11.124,30.04
0.0,11.121,11.121,30.048000000000002
0.0,11.118,11.118,30.056
0.0,11.114,11.114,30.064
0.0,11.111,11.111,30.072
0.0,11.108,11.108,30.080000000000002
0.0,11.105,11.105,30.088
0.0,11.102,11.102,30.096
0.0,11.098,11.098,30.104
0.0,11.095,11.095,30.112000000000002
0.0,11.092,11.092,30.12
0.0,11.089,11.089,30.128
0.0,11.086,11.086,30.136
0.0,11.082,11.082,30.144000000000002
0.0,11.079,11.079,30.152
0.0,11.076,11.076,30.16
0.0,11.073,11.073,30.168
0.0,11.07,11.07,30.176000000000002
0.0,11.066,11.066,30.184
0.0,11.063,11.063,30.192
0.0,11.06,11.06,30.2
0.0,11.057,11.057,30.208000000000002
0.0,11.054,11.054,30.216
0.0,11.051,11.051,30.224
0.0,11.047,11.047,30.232
0.0,11.044,11.044,30.240000000000002
0.0,11.041,11.041,30.248
0.0,11.038,11.038,30.256
0.0,11.035,11.035,30.264
0.0,11.031,11.031,30.272000000000002
0.0,11.028,11.028,30.28
0.0,11.025,11.025,30.288
0.0,11.022,11.022,30.296
0.0,11.019,11.019,30.304000000000002
0.0,11.015,11.015,30.312
0.0,11.012,11.012,30.32
0.0,11.009,11.009,30.328
0.0,11.006,11.006,30.336000000000002
0.0,11.003,11.003,30.344
0.0,10.999,10.999,30.352
0.0,10.996,10.996,30.36
0.0,10.993,10.993,30.368000000000002
0.0,10.99,10.99,30.376
0.0,10.987,10.987,30.384
0.0,10.983,10.983,30.392
0.0,10.98,10.98,30.400000000000002
0.0,10.977,10.977,30.408
0.0,10.974,10.974,30.416
0.0,10.971,10.971,30.424
0.0,10.967,10.967,30.432000000000002
0.0,10.964,10.964,30.44
0.0,10.961,10.961,30.448
0.0,10.958,10.958,30.456
0.0,10.955,10.955,30.464000000000002
0.0,10.951,10.951,30.472
0.0,10.948,10.948,30.48
0.0,10.945,10.945,30.488
0.0,10.942,10.942,30.496000000000002
0.001,10.939,10.94,30.504
0.001,10.935,10.936,30.512
0.001,10.932,10.933,30.52
0.001,10.929,10.93,30.528000000000002
0.001,10.926,10.927,30.536
0.001,10.923,10.924,30.544
0.001,10.919,10.92,30.552
0.001,10.916,10.917,30.560000000000002
0.001,10.913,10.914,30.568
0.001,10.91,10.911,30.576
0.001,10.907,10.908,30.584
0.001,10.903,10.904,30.592000000000002
0.001,10.9,10.901,30.6
0.001,10.897,10.898,30.608
0.001,10.894,10.895,30.616
0.001,10.891,10.892,30.624000000000002
0.001,10.887,10.888,30.632
0.001,10.884,10.885,30.64
0.001,10.881,10.882,30.648
0.001,10.878,10.879,30.656000000000002
0.001,10.875,10.876,30.664
0.001,10.871,10.872,30.672
0.001,10.868,10.869,30.68
0.001,10.865,10.866,30.688000000000002
0.001,10.862,10.863,30.696
0.001,10.859,10.86,30.704
0.001,10.856,10.857,30.712
0.001,10.852,10.853,30.72
0.001,10.849,10.85,30.728
0.001,10.846,10.847,30.736
0.001,10.843,10.844,30.744
0.001,10.84,10.841,30.752
0.001,10.836,10.837,30.76
0.001,10.833,10.834,30.768
0.001,10.83,10.831,30.776
0.001,10.827,10.828,30.784
0.001,10.824,10.825,30.792
0.001,10.82,10.821,30.8
0.001,10.817,10.818,30.808
0.001,10.814,10.815,30.816
0.001,10.811,10.812,30.824
0.001,10.808,10.809,30.832
0.001,10.804,10.805,30.84
0.001,10.801,10.802,30.848
0.001,10.798,10.799,30.856
0.001,10.795,10.796,30.864
0.001,10.792,10.793,30.872
0.001,10.788,10.789,30.88
0.001,10.785,10.786,30.888
0.001,10.782,10.783,30.896
0.001,10.779,10.78,30.904
0.001,10.776,10.777,30.912
0.001,10.772,10.773,30.92
0.001,10.769,10.77,30.928
0.001,10.766,10.767,30.936
0.001,10.763,10.764,30.944
0.001,10.76,10.761,30.952
0.001,10.756,10.757,30.96
0.001,10.753,10.754,30.968
0.002,10.75,10.752,30.976
0.002,10.747,10.749,30.984
0.002,10.744,10.746,30.992
0.002,10.74,10.742,31.0
0.002,10.737,10.739,31.008
0.002,10.734,10.736,31.016000000000002
0.002,10.731,10.733,31.024
0.002,10.728,10.73,31.032
0.002,10.724,10.726,31.04
0.002,10.721,10.723,31.048000000000002
0.002,10.718,10.72,31.056
0.002,10.715,10.717,31.064
0.002,10.712,10.714,31.072
0.002,10.708,10.71,31.080000000000002
0.002,10.705,10.707,31.088
0.002,10.702,10.704,31.096
0.002,10.699,10.701,31.104
0.002,10.696,10.698,31.112000000000002
0.002,10.692,10.694,31.12
0.002,10.689,10.691,31.128
0.002,10.686,10.688,31.136
0.002,10.683,10.685,31.144000000000002
0.002,10.68,10.682,31.152
0.002,10.676,10.678,31.16
0.002,10.673,10.675,31.168
0.002,10.67,10.672,31.176000000000002
0.002,10.667,10.669,31.184
0.002,10.664,10.666,31.192
0.002,10.66,10.662,31.2
0.003,10.657,10.66,31.208000000000002
0.003,10.654,10.657,31.216
0.003,10.651,10.654,31.224
0.003,10.648,10.651,31.232
0.003,10.644,10.647,31.240000000000002
0.003,10.641,10.644,31.248
0.003,10.638,10.641,31.256
0.003,10.635,10.638,31.264
0.003,10.632,10.635,31.272000000000002
0.003,10.628,10.631,31.28
0.003,10.625,10.628,31.288
0.003,10.622,10.625,31.296
0.003,10.619,10.622,31.304000000000002
0.003,10.616,10.619,31.312
0.003,10.612,10.615,31.32
0.003,10.609,10.612,31.328
0.003,10.606,10.609,31.336000000000002
0.003,10.603,10.606,31.344
0.003,10.6,10.603,31.352
0.004,10.596,10.6,31.36
0.004,10.593,10.597,31.368000000000002
0.004,10.59,10.594,31.376
0.004,10.587,10.591,31.384
0.004,10.584,10.588,31.392
0.004,10.58,10.584,31.400000000000002
0.004,10.577,10.581,31.408
0.004,10.574,10.578,31.416
0.004,10.571,10.575,31.424
0.004,10.568,10.572,31.432000000000002
0.004,10.564,10.568,31.44
0.004,10.561,10.565,31.448
0.004,10.558,10.562,31.456
0.004,10.555,10.559,31.464000000000002
0.004,10.552,10.556,31.472
0.005,10.548,10.553,31.48
0.005,10.545,10.55,31.488
0.005,10.542,10.547,31.496000000000002
0.005,10.539,10.544,31.504
0.005,10.536,10.541,31.512
0.005,10.532,10.537,31.52
0.005,10.529,10.534,31.528000000000002
0.005,10.526,10.531,31.536
0.005,10.523,10.528,31.544
0.005,10.52,10.525,31.552
0.005,10.516,10.521,31.560000000000002
0.006,10.513,10.519,31.568
0.006,10.51,10.516,31.576
0.006,10.507,10.513,31.584
0.006,10.504,10.51,31.592000000000002
0.006,10.5,10.506,31.6
0.006,10.497,10.503,31.608
0.006,10.494,10.5,31.616
0.006,10.491,10.497,31.624000000000002
0.006,10.488,10.494,31.632
0.006,10.484,10.49,31.64
0.007,10.481,10.488,31.648
0.007,10.478,10.485,31.656000000000002
0.007,10.475,10.482,31.664
0.007,10.472,10.479,31.672
0.007,10.468,10.475,31.68
0.007,10.465,10.472,31.688000000000002
0.007,10.462,10.469,31.696
0.007,10.459,10.466,31.704
0.007,10.456,10.463,31.712
0.008,10.452,10.459999999999999,31.720000000000002
0.008,10.449,10.456999999999999,31.728
0.008,10.446,10.453999999999999,31.736
0.008,10.443,10.450999999999999,31.744
0.008,10.44,10.447999999999999,31.752
0.008,10.436,10.443999999999999,31.76
0.008,10.433,10.440999999999999,31.768
0.008,10.43,10.437999999999999,31.776
0.009,10.427,10.436,31.784
0.009,10.424,10.433,31.792
0.009,10.42,10.429,31.8
0.009,10.417,10.426,31.808
0.009,10.414,10.423,31.816
0.009,10.411,10.42,31.824
0.01,10.408,10.418,31.832
0.01,10.404,10.414,31.84
0.01,10.401,10.411,31.848
0.01,10.398,10.408,31.856
0.01,10.395,10.405,31.864
0.01,10.392,10.402,31.872
0.011,10.388,10.399,31.88
0.011,10.385,10.395999999999999,31.888
0.011,10.382,10.392999999999999,31.896
0.011,10.379,10.389999999999999,31.904
0.011,10.376,10.386999999999999,31.912
0.011,10.372,10.383,31.92
0.012,10.369,10.381,31.928
0.012,10.366,10.378,31.936
0.012,10.363,10.375,31.944
0.012,10.36,10.372,31.952
0.012,10.356,10.368,31.96
0.013,10.353,10.366,31.968
0.013,10.35,10.363,31.976
0.013,10.347,10.36,31.984
0.013,10.344,10.357,31.992
0.013,10.34,10.353,32.0
0.014,10.337,10.350999999999999,32.008
0.014,10.334,10.347999999999999,32.016
0.014,10.331,10.344999999999999,32.024
0.014,10.328,10.341999999999999,32.032000000000004
0.014,10.324,10.338,32.04
0.015,10.321,10.336,32.048
0.015,10.318,10.333,32.056
0.015,10.315,10.33,32.064
0.015,10.312,10.327,32.072
0.016,10.308,10.324,32.08
0.016,10.305,10.321,32.088
0.016,10.302,10.318,32.096000000000004
0.016,10.299,10.315,32.104
0.017,10.296,10.312999999999999,32.112
0.017,10.292,10.309,32.12
0.017,10.289,10.306,32.128
0.018,10.286,10.304,32.136
0.018,10.283,10.301,32.144
0.018,10.28,10.298,32.152
0.018,10.276,10.294,32.160000000000004
0.019,10.273,10.292,32.168
0.019,10.27,10.289,32.176
0.019,10.267,10.286,32.184
0.02,10.264,10.283999999999999,32.192
0.02,10.26,10.28,32.2
0.02,10.257,10.277,32.208
0.02,10.254,10.274,32.216
0.021,10.251,10.272,32.224000000000004
0.021,10.248,10.269,32.232
0.021,10.244,10.265,32.24
0.022,10.241,10.263,32.248
0.022,10.238,10.26,32.256
0.022,10.235,10.257,32.264
0.023,10.232,10.254999999999999,32.272
0.023,10.228,10.251,32.28
0.024,10.225,10.248999999999999,32.288000000000004
0.024,10.222,10.245999999999999,32.296
0.024,10.219,10.242999999999999,32.304
0.025,10.216,10.241,32.312
0.025,10.212,10.237,32.32
0.025,10.209,10.234,32.328
0.026,10.206,10.232,32.336
0.026,10.203,10.229,32.344
0.027,10.2,10.226999999999999,32.352000000000004
0.027,10.196,10.222999999999999,32.36
0.027,10.193,10.219999999999999,32.368
0.028,10.19,10.218,32.376
0.028,10.187,10.215,32.384
0.029,10.184,10.213,32.392
0.029,10.18,10.209,32.4
0.03,10.177,10.206999999999999,32.408
0.03,10.174,10.203999999999999,32.416000000000004
0.031,10.171,10.202,32.424
0.031,10.168,10.199,32.432
0.031,10.164,10.195,32.44
0.032,10.161,10.193,32.448
0.032,10.158,10.19,32.456
0.033,10.155,10.187999999999999,32.464
0.033,10.152,10.184999999999999,32.472
0.034,10.148,10.182,32.480000000000004
0.034,10.145,10.179,32.488
0.035,10.142,10.177,32.496
0.036,10.139,10.174999999999999,32.504
0.036,10.136,10.171999999999999,32.512
0.037,10.133,10.17,32.52
0.037,10.129,10.166,32.528
0.038,10.126,10.164,32.536
0.038,10.123,10.161,32.544000000000004
0.039,10.12,10.158999999999999,32.552
0.039,10.117,10.156,32.56
0.04,10.113,10.152999999999999,32.568
0.041,10.11,10.151,32.576
0.041,10.107,10.148,32.584
0.042,10.104,10.145999999999999,32.592
0.042,10.101,10.143,32.6
0.043,10.097,10.139999999999999,32.608000000000004
0.044,10.094,10.138,32.616
0.044,10.091,10.135,32.624
0.045,10.088,10.133,32.632
0.046,10.085,10.131,32.64
0.046,10.081,10.126999999999999,32.648
0.047,10.078,10.125,32.656
0.048,10.075,10.123,32.664
0.048,10.072,10.12,32.672000000000004
0.049,10.069,10.118,32.68
0.05,10.065,10.115,32.688
0.051,10.062,10.113,32.696
0.051,10.059,10.11,32.704
0.052,10.056,10.107999999999999,32.712
0.053,10.053,10.106000000000002,32.72
0.054,10.049,10.103,32.728
0.054,10.046,10.1,32.736000000000004
0.055,10.043,10.097999999999999,32.744
0.056,10.04,10.095999999999998,32.752
0.057,10.037,10.094000000000001,32.76
0.058,10.033,10.091,32.768
0.059,10.03,10.088999999999999,32.776
0.059,10.027,10.085999999999999,32.784
0.06,10.024,10.084,32.792
0.061,10.021,10.082,32.8
0.062,10.018,10.08,32.808
0.063,10.014,10.077,32.816
0.064,10.011,10.075,32.824
0.065,10.008,10.072999999999999,32.832
0.066,10.005,10.071000000000002,32.84
0.067,10.002,10.069,32.848
0.068,9.998,10.065999999999999,32.856
0.069,9.995,10.064,32.864
0.07,9.992,10.062000000000001,32.872
0.071,9.989,10.06,32.88
0.072,9.986,10.058,32.888
0.073,9.982,10.055,32.896
0.074,9.979,10.052999999999999,32.904
0.075,9.976,10.051,32.912
0.076,9.973,10.049000000000001,32.92
0.077,9.97,10.047,32.928
0.078,9.966,10.043999999999999,32.936
0.079,9.963,10.042,32.944
0.08,9.96,10.040000000000001,32.952
0.081,9.957,10.038,32.96
0.082,9.954,10.036000000000001,32.968
0.084,9.951,10.035,32.976
0.085,9.947,10.032,32.984
0.086,9.944,10.030000000000001,32.992
0.087,9.941,10.028,33.0
0.088,9.938,10.026,33.008
0.09,9.935,10.025,33.016
0.091,9.931,10.021999999999998,33.024
0.092,9.928,10.020000000000001,33.032000000000004
0.094,9.925,10.019,33.04
0.095,9.922,10.017000000000001,33.048
0.096,9.919,10.015,33.056
0.098,9.915,10.013,33.064
0.099,9.912,10.011000000000001,33.072
0.1,9.909,10.009,33.08
0.102,9.906,10.008000000000001,33.088
0.103,9.903,10.006,33.096000000000004
0.105,9.899,10.004,33.104
0.106,9.896,10.002,33.112
0.107,9.893,10.0,33.12
0.109,9.89,9.999,33.128
0.11,9.887,9.997,33.136
0.112,9.884,9.996,33.144
0.113,9.88,9.993,33.152
0.115,9.877,9.992,33.160000000000004
0.117,9.874,9.991000000000001,33.168
0.118,9.871,9.989,33.176
0.12,9.868,9.988,33.184
0.122,9.864,9.986,33.192
0.123,9.861,9.984,33.2
0.125,9.858,9.983,33.208
0.127,9.855,9.982000000000001,33.216
0.128,9.852,9.98,33.224000000000004
0.13,9.848,9.978000000000002,33.232
0.132,9.845,9.977,33.24
0.134,9.842,9.976,33.248
0.135,9.839,9.974,33.256
0.137,9.836,9.973,33.264
0.139,9.833,9.972,33.272
0.141,9.829,9.97,33.28
0.143,9.826,9.969000000000001,33.288000000000004
0.145,9.823,9.968,33.296
0.147,9.82,9.967,33.304
0.149,9.817,9.966,33.312
0.151,9.813,9.964,33.32
0.153,9.81,9.963000000000001,33.328
0.155,9.807,9.962,33.336
0.157,9.804,9.961,33.344
0.159,9.801,9.96,33.352000000000004
0.161,9.797,9.958,33.36
0.163,9.794,9.957,33.368
0.165,9.791,9.956,33.376
0.168,9.788,9.956,33.384
0.17,9.785,9.955,33.392
0.172,9.782,9.954,33.4
0.174,9.778,9.952,33.408
0.177,9.775,9.952,33.416000000000004
0.179,9.772,9.951,33.424
0.181,9.769,9.95,33.432
0.184,9.766,9.95,33.44
0.186,9.762,9.948,33.448
0.189,9.759,9.948,33.456
0.191,9.756,9.947000000000001,33.464
0.194,9.753,9.947000000000001,33.472
0.196,9.75,9.946,33.480000000000004
0.199,9.747,9.946,33.488
0.201,9.743,9.944,33.496
0.204,9.74,9.944,33.504
0.207,9.737,9.944,33.512
0.209,9.734,9.943,33.52
0.212,9.731,9.943,33.528
0.215,9.727,9.942,33.536
0.218,9.724,9.942,33.544000000000004
0.221,9.721,9.942,33.552
0.223,9.718,9.941,33.56
0.226,9.715,9.941,33.568
0.229,9.712,9.940999999999999,33.576
0.232,9.708,9.94,33.584
0.235,9.705,9.94,33.592
0.238,9.702,9.94,33.6
0.241,9.699,9.94,33.608000000000004
0.244,9.696,9.94,33.616
0.248,9.692,9.94,33.624
0.251,9.689,9.94,33.632
0.254,9.686,9.94,33.64
0.257,9.683,9.94,33.648
0.26,9.68,9.94,33.656
0.264,9.677,9.940999999999999,33.664
0.267,9.673,9.94,33.672000000000004
0.271,9.67,9.941,33.68
0.274,9.667,9.940999999999999,33.688
0.277,9.664,9.940999999999999,33.696
0.281,9.661,9.942,33.704
0.285,9.657,9.942,33.712
0.288,9.654,9.942,33.72
0.292,9.651,9.943,33.728
0.295,9.648,9.943,33.736000000000004
0.299,9.645,9.943999999999999,33.744
0.303,9.642,9.945,33.752
0.307,9.638,9.945,33.76
0.311,9.635,9.946,33.768
0.314,9.632,9.946,33.776
0.318,9.629,9.947,33.784
0.322,9.626,9.947999999999999,33.792
0.326,9.622,9.948,33.8
0.33,9.619,9.949,33.808
0.335,9.616,9.951,33.816
0.339,9.613,9.952,33.824
0.343,9.61,9.953,33.832
0.347,9.607,9.953999999999999,33.84
0.351,9.603,9.954,33.848
0.356,9.6,9.956,33.856
0.36,9.597,9.956999999999999,33.864
0.365,9.594,9.959,33.872
0.369,9.591,9.959999999999999,33.88
0.374,9.588,9.962,33.888
0.378,9.584,9.962,33.896
0.383,9.581,9.963999999999999,33.904
0.388,9.578,9.966,33.912
0.392,9.575,9.966999999999999,33.92
0.397,9.572,9.969,33.928
0.402,9.568,9.969999999999999,33.936
0.407,9.565,9.972,33.944
0.412,9.562,9.974,33.952
0.417,9.559,9.975999999999999,33.96
0.422,9.556,9.978,33.968
0.427,9.553,9.98,33.976
0.432,9.549,9.981,33.984
0.437,9.546,9.982999999999999,33.992
0.443,9.543,9.985999999999999,34.0
0.448,9.54,9.988,34.008
0.453,9.537,9.99,34.016
0.459,9.534,9.993,34.024
0.464,9.53,9.994,34.032000000000004
0.47,9.527,9.997,34.04
0.475,9.524,9.998999999999999,34.048
0.481,9.521,10.002,34.056
0.487,9.518,10.005,34.064
0.493,9.515,10.008000000000001,34.072
0.499,9.511,10.01,34.08
0.504,9.508,10.011999999999999,34.088
0.51,9.505,10.015,34.096000000000004
0.516,9.502,10.018,34.104
0.523,9.499,10.022,34.112
0.529,9.496,10.025,34.12
0.535,9.492,10.027000000000001,34.128
0.541,9.489,10.030000000000001,34.136
0.548,9.486,10.034,34.144
0.554,9.483,10.037,34.152
0.561,9.48,10.041,34.160000000000004
0.567,9.476,10.043000000000001,34.168
0.574,9.473,10.047,34.176
0.581,9.47,10.051,34.184
0.587,9.467,10.054,34.192
0.594,9.464,10.058,34.2
0.601,9.461,10.062000000000001,34.208
0.608,9.457,10.065000000000001,34.216
0.615,9.454,10.069,34.224000000000004
0.622,9.451,10.073,34.232
0.629,9.448,10.077,34.24
0.637,9.445,10.082,34.248
0.644,9.442,10.086,34.256
0.651,9.438,10.089,34.264
0.659,9.435,10.094000000000001,34.272
0.667,9.432,10.099,34.28
0.674,9.429,10.103,34.288000000000004
0.682,9.426,10.108,34.296
0.69,9.423,10.113,34.304
0.698,9.419,10.117,34.312
0.706,9.416,10.122,34.32
0.714,9.413,10.127,34.328
0.722,9.41,10.132,34.336
0.73,9.407,10.137,34.344
0.738,9.404,10.142,34.352000000000004
0.746,9.4,10.146,34.36
0.755,9.397,10.152000000000001,34.368
0.763,9.394,10.157,34.376
0.772,9.391,10.163,34.384
0.781,9.388,10.169,34.392
0.79,9.385,10.175,34.4
0.798,9.381,10.179,34.408
0.807,9.378,10.185,34.416000000000004
0.816,9.375,10.191,34.424
0.825,9.372,10.197,34.432
0.835,9.369,10.204,34.44
0.844,9.366,10.209999999999999,34.448
0.853,9.362,10.215,34.456
0.863,9.359,10.222,34.464
0.872,9.356,10.228,34.472
0.882,9.353,10.235,34.480000000000004
0.892,9.35,10.241999999999999,34.488
0.902,9.347,10.248999999999999,34.496
0.912,9.343,10.255,34.504
0.922,9.34,10.262,34.512
0.932,9.337,10.269,34.52
0.942,9.334,10.276,34.528
0.952,9.331,10.283,34.536
0.963,9.328,10.290999999999999,34.544000000000004
0.973,9.325,10.298,34.552
0.984,9.321,10.305,34.56
0.995,9.318,10.312999999999999,34.568
1.005,9.315,10.32,34.576
1.016,9.312,10.328,34.584
1.027,9.309,10.335999999999999,34.592
1.038,9.306,10.344,34.6
1.05,9.302,10.352,34.608000000000004
1.061,9.299,10.36,34.616
1.072,9.296,10.367999999999999,34.624
1.084,9.293,10.376999999999999,34.632
1.096,9.29,10.386,34.64
1.107,9.287,10.394,34.648
1.119,9.283,10.402,34.656
1.131,9.28,10.411,34.664
1.143,9.277,10.42,34.672000000000004
1.155,9.274,10.428999999999998,34.68
1.168,9.271,10.439,34.688
1.18,9.268,10.448,34.696
1.193,9.264,10.456999999999999,34.704
1.205,9.261,10.466,34.712
1.218,9.258,10.475999999999999,34.72
1.231,9.255,10.486,34.728
1.244,9.252,10.496,34.736000000000004
1.257,9.249,10.506,34.744
1.27,9.246,10.516,34.752
1.284,9.242,10.526000000000002,34.76
1.297,9.239,10.536000000000001,34.768
1.311,9.236,10.547,34.776
1.324,9.233,10.557,34.784
1.338,9.23,10.568000000000001,34.792
1.352,9.227,10.579,34.800000000000004
1.366,9.223,10.589,34.808
1.38,9.22,10.600000000000001,34.816
1.394,9.217,10.611,34.824
1.409,9.214,10.623000000000001,34.832
1.423,9.211,10.634,34.84
1.438,9.208,10.646,34.848
1.453,9.205,10.658,34.856
1.468,9.201,10.669,34.864
1.483,9.198,10.681000000000001,34.872
1.498,9.195,10.693,34.88
1.513,9.192,10.705,34.888
1.529,9.189,10.718,34.896
1.544,9.186,10.73,34.904
1.56,9.182,10.742,34.912
1.576,9.179,10.755,34.92
1.592,9.176,10.768,34.928
1.608,9.173,10.781,34.936
1.624,9.17,10.794,34.944
1.641,9.167,10.808,34.952
1.657,9.164,10.821,34.96
1.674,9.16,10.834,34.968
1.691,9.157,10.848,34.976
1.708,9.154,10.862,34.984
1.725,9.151,10.876,34.992
1.742,9.148,10.89,35.0
1.759,9.145,10.904,35.008
1.777,9.142,10.918999999999999,35.016
1.794,9.138,10.932,35.024
1.812,9.135,10.947,35.032000000000004
1.83,9.132,10.962,35.04
1.848,9.129,10.977,35.048
1.867,9.126,10.992999999999999,35.056
1.885,9.123,11.008,35.064
1.903,9.119,11.022,35.072
1.922,9.116,11.038,35.08
1.941,9.113,11.054,35.088
1.96,9.11,11.07,35.096000000000004
1.979,9.107,11.085999999999999,35.104
1.998,9.104,11.101999999999999,35.112
2.018,9.101,11.119,35.12
2.038,9.097,11.135,35.128
2.057,9.094,11.151,35.136
2.077,9.091,11.168,35.144
2.097,9.088,11.184999999999999,35.152
2.118,9.085,11.203000000000001,35.160000000000004
2.138,9.082,11.22,35.168
2.158,9.079,11.237,35.176
2.179,9.075,11.254,35.184
2.2,9.072,11.271999999999998,35.192
2.221,9.069,11.290000000000001,35.2
2.242,9.066,11.308,35.208
2.264,9.063,11.327,35.216
2.285,9.06,11.345,35.224000000000004
2.307,9.057,11.364,35.232
2.329,9.053,11.382000000000001,35.24
2.351,9.05,11.401,35.248
2.373,9.047,11.420000000000002,35.256
2.395,9.044,11.439,35.264
2.418,9.041,11.459,35.272
2.441,9.038,11.479,35.28
2.464,9.035,11.499,35.288000000000004
2.487,9.031,11.518,35.296
2.51,9.028,11.538,35.304
2.533,9.025,11.558,35.312
2.557,9.022,11.579,35.32
2.581,9.019,11.6,35.328
2.604,9.016,11.620000000000001,35.336
2.629,9.013,11.642,35.344
2.653,9.009,11.662,35.352000000000004
2.677,9.006,11.683,35.36
2.702,9.003,11.705,35.368
2.727,9.0,11.727,35.376
2.752,8.997,11.748999999999999,35.384
2.777,8.994,11.771,35.392
2.802,8.991,11.793,35.4
2.828,8.987,11.815,35.408
2.854,8.984,11.838000000000001,35.416000000000004
2.88,8.981,11.861,35.424
2.906,8.978,11.884,35.432
2.932,8.975,11.907,35.44
2.958,8.972,11.93,35.448
2.985,8.969,11.953999999999999,35.456
3.012,8.966,11.978,35.464
3.039,8.962,12.001,35.472
3.066,8.959,12.024999999999999,35.480000000000004
3.094,8.956,12.049999999999999,35.488
3.121,8.953,12.074,35.496
3.149,8.95,12.099,35.504
3.177,8.947,12.123999999999999,35.512
3.205,8.944,12.149000000000001,35.52
3.234,8.94,12.174,35.528
3.262,8.937,12.199,35.536
3.291,8.934,12.225,35.544000000000004
3.32,8.931,12.251,35.552
3.349,8.928,12.277000000000001,35.56
3.379,8.925,12.304,35.568
3.408,8.922,12.33,35.576
3.438,8.919,12.357000000000001,35.584
3.468,8.915,12.383,35.592
3.498,8.912,12.41,35.6
3.529,8.909,12.438,35.608000000000004
3.559,8.906,12.465,35.616
3.59,8.903,12.493,35.624
3.621,8.9,12.521,35.632
3.652,8.897,12.549,35.64
3.683,8.893,12.576,35.648
3.715,8.89,12.605,35.656
3.747,8.887,12.634,35.664
3.779,8.884,12.663,35.672000000000004
3.811,8.881,12.692,35.68
3.844,8.878,12.722,35.688
3.876,8.875,12.751,35.696
3.909,8.872,12.780999999999999,35.704
3.942,8.868,12.81,35.712
3.975,8.865,12.84,35.72
4.009,8.862,12.871,35.728
4.043,8.859,12.902000000000001,35.736000000000004
4.076,8.856,12.931999999999999,35.744
4.111,8.853,12.963999999999999,35.752
4.145,8.85,12.995,35.76
4.179,8.847,13.026,35.768
4.214,8.843,13.057,35.776
4.249,8.84,13.088999999999999,35.784
4.284,8.837,13.120999999999999,35.792
4.32,8.834,13.154,35.800000000000004
4.355,8.831,13.186,35.808
4.391,8.828,13.219,35.816
4.427,8.825,13.251999999999999,35.824
4.464,8.822,13.286,35.832
4.5,8.818,13.318,35.84
4.537,8.815,13.352,35.848
4.574,8.812,13.386,35.856
4.611,8.809,13.419999999999998,35.864
4.648,8.806,13.453999999999999,35.872
4.686,8.803,13.489,35.88
4.724,8.8,13.524000000000001,35.888
4.762,8.797,13.559000000000001,35.896
4.8,8.793,13.593,35.904
4.838,8.79,13.628,35.912
4.877,8.787,13.664000000000001,35.92
4.916,8.784,13.700000000000001,35.928
4.955,8.781,13.736,35.936
4.994,8.778,13.772,35.944
5.034,8.775,13.809000000000001,35.952
5.074,8.772,13.846,35.96
5.114,8.769,13.883,35.968
5.154,8.765,13.919,35.976
5.195,8.762,13.957,35.984
5.235,8.759,13.994,35.992
5.276,8.756,14.032,36.0
5.317,8.753,14.07,36.008
5.359,8.75,14.109,36.016
5.4,8.747,14.147,36.024
5.442,8.744,14.186,36.032000000000004
5.484,8.74,14.224,36.04
5.527,8.737,14.264,36.048
5.569,8.734,14.303,36.056
5.612,8.731,14.343,36.064
5.655,8.728,14.383,36.072
5.698,8.725,14.423,36.08
5.741,8.722,14.463,36.088
5.785,8.719,14.504,36.096000000000004
5.829,8.716,14.544999999999998,36.104
5.873,8.712,14.585,36.112
5.917,8.709,14.626,36.12
5.962,8.706,14.668,36.128
6.007,8.703,14.709999999999999,36.136
6.052,8.7,14.751999999999999,36.144
6.097,8.697,14.794,36.152
6.142,8.694,14.836000000000002,36.160000000000004
6.188,8.691,14.879000000000001,36.168
6.234,8.688,14.922,36.176
6.28,8.684,14.963999999999999,36.184
6.327,8.681,15.008,36.192
6.373,8.678,15.051000000000002,36.2
6.42,8.675,15.095,36.208
6.467,8.672,15.139,36.216
6.514,8.669,15.183,36.224000000000004
6.562,8.666,15.228000000000002,36.232
6.61,8.663,15.273,36.24
6.658,8.66,15.318000000000001,36.248
6.706,8.656,15.362000000000002,36.256
6.754,8.653,15.407,36.264
6.803,8.65,15.453,36.272
6.852,8.647,15.499,36.28
6.901,8.644,15.545,36.288000000000004
6.95,8.641,15.591000000000001,36.296
7.0,8.638,15.638,36.304
7.049,8.635,15.684000000000001,36.312
7.099,8.632,15.731,36.32
7.149,8.628,15.777000000000001,36.328
7.2,8.625,15.825,36.336
7.251,8.622,15.873000000000001,36.344
7.301,8.619,15.92,36.352000000000004
7.353,8.616,15.969,36.36
7.404,8.613,16.017,36.368
7.455,8.61,16.064999999999998,36.376
7.507,8.607,16.113999999999997,36.384
7.559,8.604,16.163,36.392
7.611,8.601,16.212,36.4
7.664,8.597,16.261,36.408
7.716,8.594,16.31,36.416000000000004
7.769,8.591,16.36,36.424
7.822,8.588,16.41,36.432
7.876,8.585,16.461000000000002,36.44
