,time_min,intensity_mV
4325,36.04167,24
4326,36.05,24
4327,36.05833,24
4328,36.06667,24
4329,36.075,24
4330,36.08333,25
4331,36.09167,25
4332,36.1,24
4333,36.10833,24
4334,36.11667,24
4335,36.125,24
4336,36.13333,24
4337,36.14167,24
4338,36.15,25
4339,36.15833,25
4340,36.16667,25
4341,36.175,25
4342,36.18333,25
4343,36.19167,25
4344,36.2,25
4345,36.20833,25
4346,36.21667,25
4347,36.225,25
4348,36.23333,25
4349,36.24167,26
4350,36.25,25
4351,36.25833,25
4352,36.26667,25
4353,36.275,25
4354,36.28333,25
4355,36.29167,25
4356,36.3,25
4357,36.30833,25
4358,36.31667,25
4359,36.325,25
4360,36.33333,25
4361,36.34167,25
4362,36.35,24
4363,36.35833,24
4364,36.36667,24
4365,36.375,24
4366,36.38333,24
4367,36.39167,24
4368,36.4,24
4369,36.40833,24
4370,36.41667,24
4371,36.425,24
4372,36.43333,24
4373,36.44167,25
4374,36.45,25
4375,36.45833,25
4376,36.46667,24
4377,36.475,24
4378,36.48333,24
4379,36.49167,25
4380,36.5,25
4381,36.50833,26
4382,36.51667,26
4383,36.525,25
4384,36.53333,26
4385,36.54167,26
4386,36.55,26
4387,36.55833,26
4388,36.56667,25
4389,36.575,25
4390,36.58333,25
4391,36.59167,25
4392,36.6,25
4393,36.60833,25
4394,36.61667,25
4395,36.625,25
4396,36.63333,25
4397,36.64167,26
4398,36.65,26
4399,36.65833,26
4400,36.66667,26
4401,36.675,26
4402,36.68333,26
4403,36.69167,26
4404,36.7,26
4405,36.70833,26
4406,36.71667,26
4407,36.725,26
4408,36.73333,26
4409,36.74167,26
4410,36.75,26
4411,36.75833,26
4412,36.76667,26
4413,36.775,26
4414,36.78333,26
4415,36.79167,26
4416,36.8,26
4417,36.80833,26
4418,36.81667,26
4419,36.825,26
4420,36.83333,26
4421,36.84167,26
4422,36.85,26
4423,36.85833,26
4424,36.86667,26
4425,36.875,26
4426,36.88333,26
4427,36.89167,26
4428,36.9,26
4429,36.90833,26
4430,36.91667,26
4431,36.925,26
4432,36.93333,26
4433,36.94167,26
4434,36.95,26
4435,36.95833,26
4436,36.96667,26
4437,36.975,26
4438,36.98333,25
4439,36.99167,26
4440,37.0,26
4441,37.00833,26
4442,37.01667,26
4443,37.025,26
4444,37.03333,26
4445,37.04167,26
4446,37.05,26
4447,37.05833,26
4448,37.06667,27
4449,37.075,27
4450,37.08333,27
4451,37.09167,27
4452,37.1,27
4453,37.10833,27
4454,37.11667,27
4455,37.125,27
4456,37.13333,27
4457,37.14167,27
4458,37.15,27
4459,37.15833,27
4460,37.16667,27
4461,37.175,27
4462,37.18333,27
4463,37.19167,27
4464,37.2,27
4465,37.20833,27
4466,37.21667,28
4467,37.225,28
4468,37.23333,27
4469,37.24167,27
4470,37.25,27
4471,37.25833,26
4472,37.26667,27
4473,37.275,27
4474,37.28333,27
4475,37.29167,27
4476,37.3,27
4477,37.30833,27
4478,37.31667,27
4479,37.325,26
4480,37.33333,26
4481,37.34167,26
4482,37.35,26
4483,37.35833,26
4484,37.36667,26
4485,37.375,26
4486,37.38333,26
4487,37.39167,26
4488,37.4,26
4489,37.40833,26
4490,37.41667,26
4491,37.425,26
4492,37.43333,26
4493,37.44167,26
4494,37.45,26
4495,37.45833,26
4496,37.46667,26
4497,37.475,26
4498,37.48333,26
4499,37.49167,26
4500,37.5,26
4501,37.50833,26
4502,37.51667,26
4503,37.525,26
4504,37.53333,26
4505,37.54167,26
4506,37.55,26
4507,37.55833,26
4508,37.56667,27
4509,37.575,26
4510,37.58333,26
4511,37.59167,26
4512,37.6,26
4513,37.60833,26
4514,37.61667,26
4515,37.625,27
4516,37.63333,27
4517,37.64167,27
4518,37.65,27
4519,37.65833,27
4520,37.66667,27
4521,37.675,26
4522,37.68333,26
4523,37.69167,26
4524,37.7,26
4525,37.70833,25
4526,37.71667,25
4527,37.725,25
4528,37.73333,25
4529,37.74167,25
4530,37.75,25
4531,37.75833,26
4532,37.76667,26
4533,37.775,26
4534,37.78333,26
4535,37.79167,26
4536,37.8,26
4537,37.80833,26
4538,37.81667,26
4539,37.825,26
4540,37.83333,26
4541,37.84167,26
4542,37.85,26
4543,37.85833,26
4544,37.86667,25
4545,37.875,26
4546,37.88333,26
4547,37.89167,26
4548,37.9,26
4549,37.90833,26
4550,37.91667,25
4551,37.925,25
4552,37.93333,25
4553,37.94167,25
4554,37.95,26
4555,37.95833,26
4556,37.96667,26
4557,37.975,26
4558,37.98333,26
4559,37.99167,26
4560,38.0,25
4561,38.00833,25
4562,38.01667,25
4563,38.025,25
4564,38.03333,25
4565,38.04167,25
4566,38.05,25
4567,38.05833,25
4568,38.06667,25
4569,38.075,25
4570,38.08333,26
4571,38.09167,26
4572,38.1,25
4573,38.10833,25
4574,38.11667,25
4575,38.125,25
4576,38.13333,25
4577,38.14167,25
4578,38.15,26
4579,38.15833,26
4580,38.16667,26
4581,38.175,26
4582,38.18333,26
4583,38.19167,26
4584,38.2,26
4585,38.20833,26
4586,38.21667,26
4587,38.225,26
4588,38.23333,26
4589,38.24167,25
4590,38.25,25
4591,38.25833,25
4592,38.26667,25
4593,38.275,24
4594,38.28333,24
4595,38.29167,24
4596,38.3,24
4597,38.30833,24
4598,38.31667,24
4599,38.325,24
4600,38.33333,25
4601,38.34167,24
4602,38.35,24
4603,38.35833,24
4604,38.36667,24
4605,38.375,24
4606,38.38333,24
4607,38.39167,24
4608,38.4,24
4609,38.40833,24
4610,38.41667,24
4611,38.425,24
4612,38.43333,24
4613,38.44167,24
4614,38.45,24
4615,38.45833,24
4616,38.46667,24
4617,38.475,24
4618,38.48333,25
4619,38.49167,25
4620,38.5,25
4621,38.50833,25
4622,38.51667,25
4623,38.525,25
4624,38.53333,25
4625,38.54167,25
4626,38.55,25
4627,38.55833,25
4628,38.56667,25
4629,38.575,25
4630,38.58333,26
4631,38.59167,25
4632,38.6,25
4633,38.60833,25
4634,38.61667,24
4635,38.625,24
4636,38.63333,24
4637,38.64167,24
4638,38.65,24
4639,38.65833,23
4640,38.66667,23
4641,38.675,23
4642,38.68333,23
4643,38.69167,23
4644,38.7,23
4645,38.70833,23
4646,38.71667,23
4647,38.725,23
4648,38.73333,23
4649,38.74167,23
4650,38.75,23
4651,38.75833,23
4652,38.76667,23
4653,38.775,23
4654,38.78333,23
4655,38.79167,23
4656,38.8,23
4657,38.80833,24
4658,38.81667,24
4659,38.825,24
4660,38.83333,23
4661,38.84167,23
4662,38.85,23
4663,38.85833,23
4664,38.86667,23
4665,38.875,23
4666,38.88333,23
4667,38.89167,23
4668,38.9,23
4669,38.90833,23
4670,38.91667,23
4671,38.925,22
4672,38.93333,22
4673,38.94167,22
4674,38.95,22
4675,38.95833,22
4676,38.96667,22
4677,38.975,22
4678,38.98333,22
4679,38.99167,22
4680,39.0,22
4681,39.00833,22
4682,39.01667,22
4683,39.025,22
4684,39.03333,23
4685,39.04167,23
4686,39.05,22
4687,39.05833,22
4688,39.06667,22
4689,39.075,22
4690,39.08333,22
4691,39.09167,22
4692,39.1,22
4693,39.10833,22
4694,39.11667,23
4695,39.125,23
4696,39.13333,23
4697,39.14167,23
4698,39.15,23
4699,39.15833,23
4700,39.16667,23
4701,39.175,23
4702,39.18333,23
4703,39.19167,23
4704,39.2,23
4705,39.20833,23
4706,39.21667,23
4707,39.225,23
4708,39.23333,23
4709,39.24167,23
4710,39.25,22
4711,39.25833,22
4712,39.26667,22
4713,39.275,22
4714,39.28333,22
4715,39.29167,22
4716,39.3,22
4717,39.30833,22
4718,39.31667,22
4719,39.325,22
4720,39.33333,22
4721,39.34167,22
4722,39.35,22
4723,39.35833,22
4724,39.36667,22
4725,39.375,22
4726,39.38333,22
4727,39.39167,22
4728,39.4,22
4729,39.40833,22
4730,39.41667,22
4731,39.425,22
4732,39.43333,22
4733,39.44167,22
4734,39.45,22
4735,39.45833,22
4736,39.46667,22
4737,39.475,21
4738,39.48333,21
4739,39.49167,21
4740,39.5,22
4741,39.50833,22
4742,39.51667,22
4743,39.525,22
4744,39.53333,22
4745,39.54167,22
4746,39.55,22
4747,39.55833,22
4748,39.56667,22
4749,39.575,22
4750,39.58333,23
4751,39.59167,22
4752,39.6,22
4753,39.60833,22
4754,39.61667,22
4755,39.625,22
4756,39.63333,22
4757,39.64167,22
4758,39.65,22
4759,39.65833,22
4760,39.66667,22
4761,39.675,22
4762,39.68333,22
4763,39.69167,22
4764,39.7,21
4765,39.70833,22
4766,39.71667,22
4767,39.725,21
4768,39.73333,22
4769,39.74167,21
4770,39.75,21
4771,39.75833,21
4772,39.76667,21
4773,39.775,22
4774,39.78333,22
4775,39.79167,22
4776,39.8,22
4777,39.80833,22
4778,39.81667,21
4779,39.825,21
4780,39.83333,21
4781,39.84167,21
4782,39.85,21
4783,39.85833,21
4784,39.86667,21
4785,39.875,21
4786,39.88333,22
4787,39.89167,22
4788,39.9,21
4789,39.90833,21
4790,39.91667,21
4791,39.925,21
4792,39.93333,21
4793,39.94167,21
4794,39.95,21
4795,39.95833,21
4796,39.96667,22
4797,39.975,22
4798,39.98333,22
4799,39.99167,22
4800,40.0,22
